patch_id,input
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_57_73,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_71_19,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_22_66,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_36_67,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_19_00,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_83_46,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_68_76,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_01_39,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_73_38,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_27_32,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_83_21,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_55_59,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_67_57,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_06_47,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_67_19,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_01_83,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_25_61,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_61_00,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_41_67,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_43_59,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_29_84,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_46_82,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_65_12,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_73_70,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_86_73,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_82_67,Describe this image in detail.
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_42_82,Describe this image in detail.
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_68,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_68_70,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_27_33,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_45_44,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_56_88,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_65_71,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_27_57,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_53_16,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_88_12,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_80_29,Describe the satellite image in detail.
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_28_43,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_12_13,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_23_73,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_83_60,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_78_38,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_28_02,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_84_02,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_48_51,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_66_08,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_88_27,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_08_03,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_71_17,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_57_11,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_72_30,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_89_08,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_42_15,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_53_10,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_35_89,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_79_38,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_50_43,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_11_24,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_78_24,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_38_80,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_49_53,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_27_54,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_17_59,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_04_76,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_10_08,Describe this image in detail.
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_71_56,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_49_04,Describe the satellite image in detail.
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_03_55,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_25_20,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_58_26,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_87_47,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_38_29,Describe this image in detail.
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_57_79,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_61_15,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_39_89,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_07_10,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_64_19,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_08_52,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_14_05,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
